SessionID,StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,TaskType_Brainstorming,TaskType_Coding,TaskType_Homework Help,TaskType_Research,TaskType_Studying,TaskType_Writing
SESSION07920,2,Psychology,2025-01-08,26.53,7,4,2,1,3.7,False,False,False,False,True,False
SESSION07921,2,Biology,2025-06-15,28.38,11,5,3,1,5.0,False,True,False,False,False,False
SESSION07922,1,Math,2025-05-31,23.68,9,4,3,1,3.2,False,True,False,False,False,False
SESSION07923,2,History,2025-01-30,8.94,2,5,3,1,5.0,False,False,True,False,False,False
SESSION07924,2,Business,2025-04-20,32.26,7,2,2,1,2.6,True,False,False,False,False,False
SESSION07925,2,Biology,2025-05-24,8.8,3,4,2,0,4.1,False,False,False,False,True,False
SESSION07926,2,Business,2025-03-22,4.63,1,4,1,0,4.3,False,False,False,False,False,True
SESSION07927,2,Engineering,2025-05-26,6.67,2,4,3,1,4.6,False,False,False,False,True,False
SESSION07928,2,Biology,2024-08-06,7.36,1,4,3,0,4.6,False,False,False,False,False,True
SESSION07929,2,Psychology,2024-07-28,4.92,1,2,2,1,3.1,False,False,False,False,True,False
SESSION07930,3,Biology,2024-12-23,43.09,11,5,3,1,5.0,False,True,False,False,False,False
SESSION07931,2,Psychology,2025-05-25,34.49,15,5,3,1,4.1,False,False,False,False,True,False
SESSION07932,2,Computer Science,2025-02-17,13.69,4,4,2,1,3.5,False,True,False,False,False,False
SESSION07933,2,Psychology,2024-12-14,15.1,5,3,3,1,3.1,False,False,False,False,False,True
SESSION07934,2,Biology,2024-08-22,9.78,4,3,3,1,3.4,False,False,True,False,False,False
SESSION07935,2,History,2025-05-10,24.42,6,5,3,1,3.5,False,False,False,False,False,True
SESSION07936,1,Computer Science,2025-04-15,46.01,9,2,3,1,2.8,False,True,False,False,False,False
SESSION07937,2,Math,2024-11-28,12.65,2,3,3,0,3.3,False,True,False,False,False,False
SESSION07938,1,Psychology,2025-02-07,22.92,7,4,3,1,5.0,False,True,False,False,False,False
SESSION07939,2,Psychology,2025-02-15,8.68,2,4,3,1,4.1,False,False,False,False,False,True
SESSION07940,2,Psychology,2025-02-09,56.13,24,2,1,0,1.8,False,False,False,True,False,False
SESSION07941,3,History,2025-02-17,11.94,2,3,2,0,3.7,False,False,False,False,False,True
SESSION07942,2,Business,2024-10-09,39.67,11,5,3,0,5.0,False,False,True,False,False,False
SESSION07943,2,Business,2025-02-02,37.35,15,3,1,1,1.3,False,True,False,False,False,False
SESSION07944,2,Engineering,2025-03-19,34.01,15,4,2,1,4.1,False,False,False,False,False,True
SESSION07945,3,Computer Science,2025-01-14,30.96,13,2,3,1,2.0,False,False,False,False,True,False
SESSION07946,3,History,2024-07-31,16.03,3,3,2,1,3.2,True,False,False,False,False,False
SESSION07947,3,Biology,2025-03-04,24.73,8,2,3,1,1.9,False,False,False,False,False,True
SESSION07948,2,Math,2024-08-25,11.3,2,3,3,0,2.2,False,False,False,False,False,True
SESSION07949,2,Engineering,2025-01-09,12.19,2,4,3,1,3.1,False,True,False,False,False,False
SESSION07950,2,Biology,2025-03-22,9.02,2,5,3,1,5.0,False,False,False,False,False,True
SESSION07951,2,Psychology,2024-09-09,25.72,9,3,0,0,1.9,False,False,False,False,True,False
SESSION07952,2,Engineering,2024-08-06,10.04,3,5,3,0,5.0,False,False,True,False,False,False
SESSION07953,2,Business,2025-04-05,8.06,2,2,3,1,1.9,False,False,False,False,True,False
SESSION07954,3,Psychology,2025-01-23,6.31,2,3,3,1,2.9,False,False,False,False,False,True
SESSION07955,1,Math,2024-07-01,8.65,2,4,3,0,2.7,False,False,True,False,False,False
SESSION07956,1,History,2024-07-16,27.02,8,3,3,1,2.6,False,True,False,False,False,False
SESSION07957,1,History,2024-09-17,14.06,3,4,3,1,3.9,False,False,True,False,False,False
SESSION07958,3,Psychology,2025-05-29,24.15,4,4,1,0,4.6,False,True,False,False,False,False
SESSION07959,2,Psychology,2024-12-08,19.74,3,4,3,1,3.1,False,False,False,False,False,True
SESSION07960,1,Engineering,2024-12-04,19.1,5,4,2,0,3.1,False,False,False,False,True,False
SESSION07961,1,Business,2024-11-30,65.88,18,4,0,1,3.4,True,False,False,False,False,False
SESSION07962,1,Business,2024-07-02,33.13,9,4,3,1,4.5,False,False,True,False,False,False
SESSION07963,1,Math,2025-04-06,9.28,2,3,3,1,3.6,True,False,False,False,False,False
SESSION07964,3,Psychology,2025-03-18,39.79,13,2,3,1,3.9,False,True,False,False,False,False
SESSION07965,2,History,2025-04-09,44.51,11,4,3,1,4.9,False,False,False,False,False,True
SESSION07966,2,Computer Science,2024-08-28,11.75,4,3,3,1,3.5,False,False,False,False,True,False
SESSION07967,2,Computer Science,2025-03-25,9.68,3,3,0,0,4.1,False,False,False,False,True,False
SESSION07968,1,Psychology,2024-06-24,15.05,3,5,1,0,5.0,False,False,False,False,True,False
SESSION07969,2,Business,2024-07-18,22.51,8,4,2,1,5.0,False,False,False,False,True,False
SESSION07970,1,Math,2024-06-26,18.18,7,2,3,1,1.9,False,False,False,False,False,True
SESSION07971,2,Computer Science,2024-11-06,24.75,5,3,2,1,4.2,False,False,True,False,False,False
SESSION07972,2,History,2025-06-22,10.97,2,3,1,0,3.6,False,False,False,False,False,True
SESSION07973,2,Biology,2024-09-08,20.9,4,5,1,0,5.0,False,True,False,False,False,False
SESSION07974,2,Biology,2025-04-10,13.14,4,4,2,1,5.0,False,False,True,False,False,False
SESSION07975,2,Biology,2024-08-25,20.6,7,3,2,1,3.9,False,False,False,False,True,False
SESSION07976,2,History,2025-01-19,4.11,1,3,3,1,3.1,False,False,False,False,False,True
SESSION07977,2,Psychology,2024-11-01,5.3,1,5,3,1,4.9,False,True,False,False,False,False
SESSION07978,1,History,2024-09-07,16.26,3,3,1,0,2.6,False,False,True,False,False,False
SESSION07979,2,Computer Science,2025-01-21,26.63,7,5,1,1,5.0,False,True,False,False,False,False
SESSION07980,2,Psychology,2024-11-24,7.18,1,4,3,1,3.1,False,False,False,False,False,True
SESSION07981,3,Computer Science,2024-09-05,7.36,1,4,2,1,4.7,False,False,False,False,False,True
SESSION07982,2,History,2025-05-29,13.49,4,4,3,1,3.4,False,False,False,False,False,True
SESSION07983,3,Psychology,2024-07-31,57.23,16,4,2,1,5.0,False,True,False,False,False,False
SESSION07984,2,Psychology,2024-06-25,15.49,6,3,3,1,3.1,False,True,False,False,False,False
SESSION07985,2,Computer Science,2024-10-26,33.14,12,4,2,1,2.2,False,False,False,False,True,False
SESSION07986,2,History,2025-02-24,31.08,8,4,2,1,3.7,False,True,False,False,False,False
SESSION07987,3,Math,2024-07-12,29.29,8,2,1,0,1.5,False,False,False,False,True,False
SESSION07988,2,Computer Science,2024-10-28,10.18,2,4,3,0,3.7,False,False,True,False,False,False
SESSION07989,1,Engineering,2025-05-04,26.5,8,3,2,1,2.3,False,False,False,False,True,False
SESSION07990,3,History,2024-09-01,15.95,3,4,3,1,5.0,False,False,False,False,True,False
SESSION07991,2,Business,2024-10-06,19.11,7,3,2,1,3.1,False,True,False,False,False,False
SESSION07992,2,Business,2024-09-26,51.87,10,2,3,1,1.8,False,False,False,False,False,True
SESSION07993,2,Engineering,2025-06-03,24.43,5,4,2,1,4.7,False,False,True,False,False,False
SESSION07994,2,Computer Science,2025-01-15,15.21,5,5,2,1,4.8,False,True,False,False,False,False
SESSION07995,3,Psychology,2025-06-08,31.85,9,4,1,0,4.4,False,False,False,False,False,True
SESSION07996,1,Engineering,2024-09-23,39.45,12,4,3,0,3.5,False,False,False,False,True,False
SESSION07997,1,Math,2025-01-23,34.58,9,5,1,1,5.0,False,False,False,True,False,False
SESSION07998,2,Computer Science,2025-03-26,38.78,10,3,3,1,1.3,False,False,False,False,True,False
SESSION07999,3,Computer Science,2024-06-24,15.1,4,1,1,0,1.9,False,False,False,False,False,True
SESSION08000,2,Engineering,2025-06-22,10.59,3,3,3,1,1.9,False,True,False,False,False,False
SESSION08001,2,Psychology,2024-11-08,13.4,3,2,3,0,1.4,True,False,False,False,False,False
SESSION08002,2,Psychology,2025-01-24,14.05,5,5,2,0,5.0,False,False,False,False,True,False
SESSION08003,2,History,2025-03-18,19.63,5,5,1,0,4.5,False,False,False,False,True,False
SESSION08004,2,Math,2024-08-25,7.19,3,4,2,1,3.8,False,True,False,False,False,False
SESSION08005,1,Psychology,2025-06-18,6.71,2,1,2,1,1.5,False,False,False,False,False,True
SESSION08006,2,Psychology,2024-12-03,39.81,18,3,1,0,4.8,False,True,False,False,False,False
SESSION08007,3,Computer Science,2025-05-17,13.66,3,4,3,0,4.2,False,False,False,False,False,True
SESSION08008,3,Computer Science,2025-05-04,39.19,8,3,0,1,2.4,False,False,True,False,False,False
SESSION08009,3,History,2025-02-18,9.7,1,4,3,1,3.9,False,False,True,False,False,False
SESSION08010,2,Psychology,2024-08-29,48.83,13,3,1,0,2.6,True,False,False,False,False,False
SESSION08011,2,Engineering,2025-03-07,7.4,1,4,3,0,4.4,False,True,False,False,False,False
SESSION08012,2,Psychology,2025-04-22,37.06,9,3,3,1,3.1,False,True,False,False,False,False
SESSION08013,2,Psychology,2025-01-29,15.33,4,4,3,0,4.6,False,True,False,False,False,False
SESSION08014,3,Business,2025-04-17,16.42,6,5,3,1,5.0,False,False,True,False,False,False
SESSION08015,2,Psychology,2025-02-16,15.29,3,3,1,0,3.5,False,True,False,False,False,False
SESSION08016,3,Business,2024-07-18,14.81,3,3,1,1,3.1,True,False,False,False,False,False
SESSION08017,1,Business,2024-07-17,11.3,2,3,1,1,3.0,False,True,False,False,False,False
SESSION08018,2,Psychology,2024-12-16,35.24,15,3,2,1,2.6,False,False,False,False,False,True
SESSION08019,2,Math,2024-11-25,5.1,1,5,2,0,5.0,False,False,False,False,False,True
SESSION08020,2,Computer Science,2025-01-17,9.47,2,4,3,1,3.6,False,False,False,False,False,True
SESSION08021,2,Psychology,2025-03-21,14.15,6,4,1,0,2.8,False,False,False,True,False,False
SESSION08022,1,Computer Science,2024-12-08,18.41,8,4,1,0,3.4,False,True,False,False,False,False
SESSION08023,1,Psychology,2024-08-26,22.99,8,4,1,0,3.7,False,False,False,False,False,True
SESSION08024,2,Math,2025-05-09,18.76,3,2,3,1,2.9,False,False,False,False,False,True
SESSION08025,3,Engineering,2024-12-18,4.65,1,5,3,1,5.0,False,False,True,False,False,False
SESSION08026,2,History,2025-04-13,30.05,9,2,2,1,2.2,False,False,False,False,True,False
SESSION08027,2,Biology,2024-12-10,4.54,1,3,2,0,3.1,False,True,False,False,False,False
SESSION08028,2,Business,2025-06-21,2.25,1,2,2,1,1.8,False,False,False,False,False,True
SESSION08029,2,Business,2024-09-26,5.98,2,4,1,0,2.4,False,True,False,False,False,False
SESSION08030,1,Psychology,2025-05-23,21.96,6,4,2,0,4.8,False,False,False,False,False,True
SESSION08031,1,Psychology,2024-09-20,63.68,19,3,3,0,2.5,False,False,False,False,False,True
SESSION08032,1,Business,2024-08-31,7.68,2,5,3,1,5.0,False,True,False,False,False,False
SESSION08033,1,Engineering,2025-05-17,8.69,2,4,1,1,5.0,False,False,False,False,True,False
SESSION08034,2,Math,2025-01-25,9.47,2,1,2,0,1.7,False,False,False,False,False,True
SESSION08035,3,Biology,2025-06-04,11.28,4,2,3,1,2.4,False,False,True,False,False,False
SESSION08036,2,Engineering,2024-09-12,20.25,6,4,0,0,2.3,True,False,False,False,False,False
SESSION08037,2,History,2025-06-01,12.38,3,5,2,1,4.2,False,False,False,False,True,False
SESSION08038,1,History,2025-05-28,18.55,4,4,2,1,3.3,False,False,False,False,False,True
SESSION08039,1,Biology,2025-01-04,46.66,12,5,2,1,4.8,False,True,False,False,False,False
SESSION08040,2,History,2025-02-15,41.97,10,5,3,1,5.0,False,False,False,False,False,True
SESSION08041,1,Computer Science,2025-06-05,9.68,2,2,3,1,1.9,False,True,False,False,False,False
SESSION08042,2,Math,2024-11-20,14.6,5,3,0,0,4.5,False,False,True,False,False,False
SESSION08043,2,Engineering,2025-03-12,57.14,14,5,3,1,4.6,False,True,False,False,False,False
SESSION08044,2,Engineering,2025-04-26,0.37,1,4,3,1,4.7,False,False,True,False,False,False
SESSION08045,1,Math,2025-06-01,14.36,4,2,2,1,1.6,False,False,False,False,True,False
SESSION08046,1,Math,2024-09-11,26.28,6,5,0,1,4.9,False,False,True,False,False,False
SESSION08047,2,Math,2024-09-15,4.56,1,4,3,0,4.7,False,True,False,False,False,False
SESSION08048,2,History,2025-05-06,28.4,7,3,2,1,3.5,False,True,False,False,False,False
SESSION08049,2,History,2024-12-28,13.46,3,5,1,0,5.0,False,False,True,False,False,False
SESSION08050,3,Computer Science,2024-11-29,24.84,6,3,2,0,3.4,False,False,False,False,False,True
SESSION08051,3,Engineering,2025-06-08,16.48,4,4,3,1,2.1,False,False,False,False,False,True
SESSION08052,1,History,2025-04-10,9.46,2,4,0,0,4.8,False,False,True,False,False,False
SESSION08053,1,Psychology,2024-07-26,11.39,2,4,2,1,4.6,False,False,False,False,True,False
SESSION08054,2,Computer Science,2025-01-06,12.44,4,3,2,0,3.6,False,True,False,False,False,False
SESSION08055,2,Engineering,2024-11-01,4.08,1,3,1,0,3.7,False,False,True,False,False,False
SESSION08056,3,Math,2025-02-25,22.77,8,3,1,0,2.3,True,False,False,False,False,False
SESSION08057,2,Biology,2024-08-07,11.97,3,4,2,1,4.8,False,False,False,False,False,True
SESSION08058,2,Psychology,2025-06-02,16.55,3,3,3,1,3.4,False,True,False,False,False,False
SESSION08059,2,Biology,2025-02-24,34.69,9,4,3,1,4.3,False,True,False,False,False,False
SESSION08060,3,Math,2025-01-20,16.51,5,4,2,1,3.9,False,True,False,False,False,False
SESSION08061,1,History,2025-06-13,19.3,4,4,3,1,4.0,False,True,False,False,False,False
SESSION08062,3,Engineering,2025-05-05,7.23,1,3,0,1,1.3,False,True,False,False,False,False
SESSION08063,3,History,2025-04-11,38.08,11,3,2,1,5.0,False,False,False,False,False,True
SESSION08064,1,History,2025-05-11,14.41,3,4,2,1,3.1,False,False,False,False,False,True
SESSION08065,1,Math,2025-04-18,9.95,2,3,2,1,4.0,False,False,False,True,False,False
SESSION08066,1,Engineering,2024-11-27,4.14,1,5,3,1,5.0,False,False,False,False,False,True
SESSION08067,2,Business,2024-08-31,28.48,11,3,2,0,2.8,False,False,True,False,False,False
SESSION08068,2,Engineering,2024-11-25,9.86,2,2,3,0,1.7,False,False,False,False,True,False
SESSION08069,3,Engineering,2024-12-17,25.24,12,4,3,1,3.6,False,False,True,False,False,False
SESSION08070,3,Business,2024-08-03,49.66,19,3,3,0,2.6,False,False,False,False,False,True
SESSION08071,1,Engineering,2024-09-28,10.05,2,4,3,1,3.6,False,True,False,False,False,False
SESSION08072,2,Psychology,2024-12-09,36.25,11,4,1,0,4.6,False,False,False,False,False,True
SESSION08073,1,Biology,2025-01-24,12.71,2,5,1,0,5.0,False,False,False,False,True,False
SESSION08074,1,Business,2024-10-20,23.55,7,4,3,1,5.0,False,False,False,False,False,True
SESSION08075,3,History,2025-04-21,4.4,1,3,1,0,5.0,False,False,False,False,True,False
SESSION08076,3,Biology,2024-08-05,3.9,1,4,3,0,4.5,False,True,False,False,False,False
SESSION08077,2,Biology,2024-06-24,16.03,4,3,3,1,2.0,False,True,False,False,False,False
SESSION08078,2,Computer Science,2024-07-22,18.52,7,5,1,1,4.3,False,False,False,False,True,False
SESSION08079,2,History,2024-09-05,52.45,15,5,3,0,4.3,False,True,False,False,False,False
SESSION08080,2,History,2024-08-23,7.67,1,4,3,0,3.3,False,False,True,False,False,False
SESSION08081,3,Business,2025-03-08,24.38,7,4,3,1,4.1,False,False,True,False,False,False
SESSION08082,3,Computer Science,2025-01-06,21.52,6,4,3,1,4.6,False,False,True,False,False,False
SESSION08083,2,Business,2025-04-27,20.95,4,5,0,0,5.0,False,False,True,False,False,False
SESSION08084,1,Computer Science,2024-08-23,33.55,7,4,3,1,3.3,False,True,False,False,False,False
SESSION08085,2,Psychology,2024-09-10,10.73,2,5,1,1,4.9,False,False,True,False,False,False
SESSION08086,2,Math,2025-06-08,29.71,6,3,2,1,3.0,False,False,False,False,False,True
SESSION08087,2,Math,2024-09-19,36.63,7,4,2,1,4.0,False,False,False,False,True,False
SESSION08088,1,Biology,2025-03-29,4.75,1,5,2,1,5.0,False,False,False,False,False,True
SESSION08089,3,Engineering,2025-02-15,32.43,11,3,1,1,3.1,True,False,False,False,False,False
SESSION08090,2,Engineering,2024-08-22,13.01,5,3,3,1,3.6,False,False,False,False,True,False
SESSION08091,2,History,2024-08-01,48.35,17,4,3,1,4.2,False,False,True,False,False,False
SESSION08092,2,Biology,2025-03-12,22.32,5,3,1,0,2.3,False,False,False,False,False,True
SESSION08093,2,Biology,2025-01-19,3.26,1,2,1,0,1.2,False,False,True,False,False,False
SESSION08094,2,Math,2025-05-19,30.75,14,5,3,0,5.0,False,False,False,False,False,True
SESSION08095,1,Engineering,2025-01-07,7.08,2,4,3,1,5.0,False,False,False,False,False,True
SESSION08096,3,Biology,2025-04-03,3.3,1,5,2,1,4.9,False,False,True,False,False,False
SESSION08097,2,Computer Science,2024-09-18,28.96,6,3,3,0,1.9,False,False,False,False,False,True
SESSION08098,3,Psychology,2024-11-06,26.77,5,5,3,1,4.3,False,False,False,False,False,True
SESSION08099,2,Computer Science,2025-06-07,27.13,7,4,3,1,3.5,False,False,True,False,False,False
SESSION08100,2,Biology,2024-09-04,27.07,7,4,1,1,3.9,False,False,True,False,False,False
SESSION08101,2,Biology,2024-12-20,7.31,1,4,1,0,4.3,False,True,False,False,False,False
SESSION08102,2,Biology,2025-04-06,27.88,6,2,3,0,3.2,False,False,False,False,False,True
SESSION08103,1,Biology,2025-02-12,35.86,8,3,2,1,2.9,False,False,False,False,False,True
SESSION08104,2,History,2025-04-02,7.29,1,4,3,1,3.9,False,False,False,False,True,False
SESSION08105,3,Psychology,2025-05-22,30.46,6,4,3,0,4.4,False,False,False,False,True,False
SESSION08106,2,History,2024-07-18,13.45,5,5,0,0,4.8,False,False,False,False,False,True
SESSION08107,3,Biology,2025-01-15,19.86,8,3,1,0,2.6,False,False,False,False,False,True
SESSION08108,2,Psychology,2024-12-26,15.37,6,3,2,1,2.7,False,False,False,False,True,False
SESSION08109,2,Psychology,2024-10-28,5.4,2,2,3,0,1.7,False,True,False,False,False,False
SESSION08110,2,History,2025-03-26,20.31,5,2,0,1,1.5,False,False,True,False,False,False
SESSION08111,1,Biology,2025-06-23,5.84,2,4,3,1,4.3,False,True,False,False,False,False
SESSION08112,2,History,2025-04-16,11.89,2,3,2,1,2.5,False,False,True,False,False,False
SESSION08113,3,History,2025-04-05,14.57,6,3,3,1,3.9,False,False,False,False,False,True
SESSION08114,3,Biology,2025-06-24,2.59,1,3,2,0,3.7,False,False,True,False,False,False
SESSION08115,2,Business,2025-03-22,27.05,10,2,3,1,3.1,False,False,False,False,False,True
SESSION08116,2,Biology,2024-07-01,8.92,2,4,1,0,4.1,False,False,False,False,True,False
SESSION08117,1,Math,2024-11-28,12.39,2,2,3,1,2.2,False,False,False,False,False,True
SESSION08118,2,Computer Science,2025-06-06,8.65,1,4,3,1,5.0,False,True,False,False,False,False
SESSION08119,1,Engineering,2024-12-28,17.22,3,2,0,1,1.6,False,False,True,False,False,False
SESSION08120,2,Business,2025-01-01,9.65,2,3,3,1,2.4,False,False,False,False,False,True
SESSION08121,2,Engineering,2024-11-20,34.99,10,2,2,1,2.3,False,False,True,False,False,False
SESSION08122,2,Math,2024-07-30,25.53,11,2,1,0,3.2,False,False,False,False,True,False
SESSION08123,2,Business,2025-03-03,9.58,3,4,3,1,4.5,False,False,False,False,False,True
SESSION08124,1,Biology,2024-07-10,22.1,5,3,3,1,3.2,False,True,False,False,False,False
SESSION08125,3,Business,2024-12-05,17.08,4,1,3,0,1.8,False,False,False,False,False,True
SESSION08126,2,Computer Science,2025-04-13,14.23,3,4,3,1,4.0,False,False,False,False,False,True
SESSION08127,2,Math,2025-02-23,5.97,2,5,2,1,4.7,False,False,False,False,False,True
SESSION08128,2,Engineering,2025-03-31,3.31,1,3,3,1,1.2,False,False,False,False,False,True
SESSION08129,2,Computer Science,2024-11-14,33.47,11,3,0,1,2.8,False,False,False,False,False,True
SESSION08130,2,History,2025-05-10,21.3,4,5,1,0,4.2,False,True,False,False,False,False
SESSION08131,2,Engineering,2025-02-05,11.58,3,5,3,0,5.0,False,True,False,False,False,False
SESSION08132,2,Engineering,2024-08-27,22.72,8,4,3,1,4.9,False,False,False,False,False,True
SESSION08133,3,Computer Science,2024-06-26,11.56,4,4,2,1,3.8,False,False,True,False,False,False
SESSION08134,3,Math,2025-02-25,21.37,6,4,3,1,4.0,False,True,False,False,False,False
SESSION08135,2,Biology,2025-06-08,12.65,3,3,2,1,3.9,False,False,False,False,False,True
SESSION08136,2,Math,2025-06-21,9.98,2,3,3,1,2.8,False,False,False,False,False,True
SESSION08137,2,Math,2025-01-19,26.44,9,4,3,1,3.1,False,False,False,False,True,False
SESSION08138,2,Math,2025-01-12,15.92,4,3,3,1,3.2,False,True,False,False,False,False
SESSION08139,2,History,2024-08-02,3.83,1,5,3,1,4.4,False,False,True,False,False,False
SESSION08140,2,Psychology,2025-05-22,13.01,2,3,3,1,2.3,False,False,False,False,False,True
SESSION08141,3,Psychology,2025-03-05,8.54,2,3,1,0,3.4,False,False,False,False,False,True
SESSION08142,2,Computer Science,2025-05-05,13.33,3,4,3,1,3.1,False,False,False,False,False,True
SESSION08143,1,Math,2024-10-05,10.86,3,3,3,1,3.6,False,False,False,True,False,False
SESSION08144,2,Computer Science,2024-09-28,11.82,2,3,1,0,3.1,False,True,False,False,False,False
SESSION08145,1,Biology,2025-04-19,27.14,13,4,1,0,3.5,False,True,False,False,False,False
SESSION08146,2,Psychology,2024-07-23,29.42,6,3,3,0,2.2,False,False,True,False,False,False
SESSION08147,2,Psychology,2025-02-20,31.72,6,4,2,1,4.6,False,False,True,False,False,False
SESSION08148,2,Computer Science,2024-08-12,52.92,10,4,3,1,4.8,False,True,False,False,False,False
SESSION08149,3,Engineering,2024-12-22,20.55,5,4,3,1,5.0,False,False,False,False,False,True
SESSION08150,2,Engineering,2025-02-14,28.19,8,5,1,0,5.0,False,False,False,False,True,False
SESSION08151,1,History,2024-12-13,5.52,2,3,3,0,3.0,False,False,False,False,False,True
SESSION08152,2,Biology,2024-11-30,4.46,1,3,3,1,2.9,False,True,False,False,False,False
SESSION08153,3,Computer Science,2024-08-08,17.37,4,4,0,0,5.0,False,False,False,False,False,True
SESSION08154,2,Biology,2024-12-19,14.41,3,4,3,1,3.6,False,False,False,False,True,False
SESSION08155,2,History,2025-06-15,27.72,13,5,0,0,5.0,False,True,False,False,False,False
SESSION08156,2,History,2025-01-05,2.52,1,3,2,0,2.6,True,False,False,False,False,False
SESSION08157,1,Psychology,2025-03-20,18.41,5,4,3,1,3.0,False,True,False,False,False,False
SESSION08158,2,Biology,2024-08-05,7.75,1,4,2,1,5.0,False,False,False,False,True,False
SESSION08159,2,Engineering,2024-11-07,27.6,12,5,1,1,5.0,False,False,False,False,True,False
SESSION08160,2,Math,2025-02-09,20.42,8,3,3,1,3.4,False,False,False,False,False,True
SESSION08161,1,History,2024-12-03,24.59,12,5,2,0,3.9,False,True,False,False,False,False
SESSION08162,2,Engineering,2025-02-04,30.14,6,2,0,1,1.7,False,False,False,False,False,True
SESSION08163,2,Math,2025-05-21,21.12,6,3,3,1,3.8,False,False,False,False,True,False
SESSION08164,3,Biology,2025-01-17,1.44,1,2,0,0,1.4,False,False,False,False,False,True
SESSION08165,2,Business,2025-02-28,28.06,8,3,2,1,3.8,False,False,False,False,True,False
SESSION08166,1,Math,2024-09-27,15.95,6,4,3,1,5.0,False,True,False,False,False,False
SESSION08167,2,Computer Science,2025-01-20,17.63,3,4,2,0,3.6,False,False,False,False,True,False
SESSION08168,2,Math,2025-03-20,39.72,8,3,2,0,3.4,False,False,False,False,True,False
SESSION08169,2,History,2024-10-18,7.37,2,3,2,1,2.5,True,False,False,False,False,False
SESSION08170,2,Computer Science,2024-11-06,12.45,4,3,3,1,2.9,False,False,False,False,False,True
SESSION08171,2,Business,2025-03-07,54.52,11,2,3,1,1.2,False,False,False,False,True,False
SESSION08172,2,Engineering,2025-01-03,6.43,2,4,3,0,3.9,False,False,False,False,False,True
SESSION08173,1,Engineering,2024-09-01,9.21,2,3,3,0,2.4,False,False,False,False,False,True
SESSION08174,2,History,2025-04-05,9.41,2,4,3,1,4.4,False,True,False,False,False,False
SESSION08175,1,Biology,2025-03-13,34.31,10,5,3,0,5.0,True,False,False,False,False,False
SESSION08176,1,Psychology,2024-06-30,8.76,3,4,2,1,4.3,False,False,False,False,True,False
SESSION08177,2,Computer Science,2025-03-29,11.21,4,3,0,0,3.3,False,False,False,True,False,False
SESSION08178,2,Engineering,2025-05-09,17.14,3,4,2,0,3.1,False,False,False,False,False,True
SESSION08179,1,Biology,2025-04-04,15.25,3,3,1,1,3.2,False,False,False,False,True,False
SESSION08180,3,Engineering,2024-08-21,13.61,4,4,3,1,4.7,False,True,False,False,False,False
SESSION08181,2,Computer Science,2025-03-23,13.91,3,4,0,1,4.8,False,False,False,False,True,False
SESSION08182,2,Math,2024-11-22,8.2,2,4,0,1,4.5,False,False,False,False,True,False
SESSION08183,2,Biology,2024-11-17,1.61,1,5,3,0,5.0,False,False,False,False,False,True
SESSION08184,1,Psychology,2024-11-14,4.98,1,3,3,1,3.5,False,False,False,False,True,False
SESSION08185,2,Business,2025-03-21,8.06,1,2,3,1,1.2,False,False,True,False,False,False
SESSION08186,3,Business,2025-05-09,12.4,4,3,3,1,3.1,False,False,True,False,False,False
SESSION08187,2,Psychology,2024-11-26,13.22,3,2,3,1,1.0,False,False,False,False,False,True
SESSION08188,1,History,2025-01-17,12.35,5,2,2,1,2.4,False,False,False,False,False,True
SESSION08189,3,Math,2024-11-20,35.57,7,4,3,1,2.6,False,False,False,False,True,False
SESSION08190,2,Biology,2025-04-16,11.6,2,2,0,1,3.1,False,True,False,False,False,False
SESSION08191,1,Engineering,2024-08-29,7.36,2,2,0,1,1.4,False,False,False,True,False,False
SESSION08192,2,History,2025-02-16,31.42,8,5,3,0,4.4,False,False,False,False,False,True
SESSION08193,3,Psychology,2025-05-27,12.02,2,2,2,1,3.0,False,False,False,False,False,True
SESSION08194,2,Business,2024-11-08,25.26,8,3,3,0,2.7,False,True,False,False,False,False
SESSION08195,3,Math,2025-02-02,3.83,1,3,3,1,3.2,False,False,False,False,False,True
SESSION08196,2,Computer Science,2025-05-12,4.39,1,3,3,1,3.4,False,False,True,False,False,False
SESSION08197,2,Computer Science,2024-07-30,29.78,7,3,2,1,4.6,False,False,False,False,True,False
SESSION08198,2,Math,2024-08-16,14.23,6,4,3,1,3.4,False,False,False,False,False,True
SESSION08199,2,Math,2024-10-27,16.45,7,4,2,1,4.0,False,False,True,False,False,False
SESSION08200,2,History,2024-12-15,30.59,9,5,3,1,5.0,False,False,False,False,False,True
SESSION08201,1,Business,2024-09-11,14.51,4,4,3,1,4.9,False,True,False,False,False,False
SESSION08202,2,Computer Science,2024-10-21,12.77,5,3,3,0,3.0,False,False,False,False,True,False
SESSION08203,2,Math,2025-02-18,13.07,3,5,1,0,5.0,False,False,False,False,False,True
SESSION08204,2,Engineering,2025-01-06,43.25,17,2,1,0,1.9,False,False,False,False,False,True
SESSION08205,2,Business,2025-02-09,21.73,9,4,2,1,3.4,False,False,False,True,False,False
SESSION08206,3,Computer Science,2025-01-29,7.05,1,4,3,1,4.4,False,False,True,False,False,False
SESSION08207,3,Psychology,2025-06-05,18.2,9,3,2,0,3.6,False,False,True,False,False,False
